image_path,speed_kmh,acceleration_ms2,vibration_hz,temperature_c,hazard
synthetic_data/images/object_on_road_53.png,0.12,-3.71,25.4,17.4,object_on_road
synthetic_data/images/object_on_road_54.png,3.86,-4.11,33.32,33.2,object_on_road
synthetic_data/images/object_on_road_55.png,8.59,-4.1,22.61,16.31,object_on_road
synthetic_data/images/object_on_road_56.png,15.06,-3.26,26.75,17.26,object_on_road
synthetic_data/images/object_on_road_57.png,20.51,-4.64,25.89,31.88,object_on_road
synthetic_data/images/object_on_road_58.png,1.71,-4.73,30.75,23.32,object_on_road
synthetic_data/images/object_on_road_59.png,9.8,-4.59,36.95,27.7,object_on_road
synthetic_data/images/object_on_road_60.png,20.58,-2.97,26.25,29.36,object_on_road
synthetic_data/images/object_on_road_61.png,13.03,-2.45,29.57,16.28,object_on_road
synthetic_data/images/object_on_road_62.png,18.78,-6.63,27.65,25.4,object_on_road
synthetic_data/images/object_on_road_63.png,24.59,-3.22,34.23,18.36,object_on_road
synthetic_data/images/object_on_road_64.png,26.33,-7.69,22.17,20.77,object_on_road
synthetic_data/images/object_on_road_65.png,16.36,-5.58,29.45,20.93,object_on_road
synthetic_data/images/object_on_road_66.png,26.4,-3.46,29.1,34.24,object_on_road
synthetic_data/images/object_on_road_67.png,21.79,0.22,28.19,27.55,object_on_road
synthetic_data/images/object_on_road_68.png,13.17,-3.3,23.17,16.17,object_on_road
synthetic_data/images/object_on_road_69.png,5.54,-4.6,34.17,33.72,object_on_road
synthetic_data/images/object_on_road_70.png,20.51,-5.34,29.91,22.82,object_on_road
synthetic_data/images/object_on_road_71.png,27.88,-4.76,33.34,27.5,object_on_road
synthetic_data/images/object_on_road_72.png,19.18,-4.54,27.14,24.15,object_on_road
synthetic_data/images/object_on_road_73.png,2.79,-2.45,26.88,28.23,object_on_road
synthetic_data/images/object_on_road_74.png,2.93,-6.38,39.21,28.3,object_on_road
synthetic_data/images/object_on_road_75.png,18.74,-4.11,20.35,30.62,object_on_road
synthetic_data/images/object_on_road_76.png,16.18,-1.94,30.46,22.44,object_on_road
synthetic_data/images/object_on_road_77.png,17.38,-5.69,28.22,34.61,object_on_road
synthetic_data/images/object_on_road_78.png,24.64,-3.83,20.82,15.51,object_on_road
synthetic_data/images/object_on_road_79.png,28.72,-3.3,33.26,25.31,object_on_road
synthetic_data/images/object_on_road_80.png,26.6,-5.08,32.31,31.87,object_on_road
synthetic_data/images/object_on_road_81.png,9.9,-5.58,36.49,18.67,object_on_road
synthetic_data/images/object_on_road_82.png,4.11,-2.83,38.09,22.4,object_on_road
synthetic_data/images/object_on_road_83.png,29.4,-3.78,25.38,18.15,object_on_road
synthetic_data/images/object_on_road_84.png,9.07,-0.95,35.11,26.98,object_on_road
synthetic_data/images/object_on_road_85.png,18.66,-4.35,34.81,32.28,object_on_road
synthetic_data/images/object_on_road_86.png,26.27,-5.94,28.65,34.28,object_on_road
synthetic_data/images/object_on_road_87.png,2.83,-4.55,22.53,26.41,object_on_road
synthetic_data/images/object_on_road_88.png,1.6,-2.79,31.64,17.71,object_on_road
synthetic_data/images/object_on_road_89.png,11.01,-4.08,36.93,29.66,object_on_road
synthetic_data/images/object_on_road_90.png,16.65,-3.59,34.73,21.77,object_on_road
synthetic_data/images/object_on_road_91.png,18.38,-5.75,33.2,21.47,object_on_road
synthetic_data/images/object_on_road_92.png,8.77,-4.23,31.36,17.82,object_on_road
synthetic_data/images/object_on_road_93.png,14.1,-5.76,20.52,21.21,object_on_road
synthetic_data/images/object_on_road_94.png,28.86,-2.5,37.15,33.25,object_on_road
synthetic_data/images/object_on_road_95.png,24.36,-3.41,32.81,27.62,object_on_road
synthetic_data/images/object_on_road_96.png,1.75,-4.35,24.52,30.63,object_on_road
synthetic_data/images/object_on_road_97.png,8.77,-5.02,38.3,32.3,object_on_road
synthetic_data/images/object_on_road_98.png,5.7,-4.77,34.45,28.42,object_on_road
synthetic_data/images/object_on_road_99.png,26.03,-3.01,31.49,34.56,object_on_road
synthetic_data/images/object_on_road_100.png,19.98,-3.83,25.9,25.57,object_on_road
synthetic_data/images/slippery_road_1.png,30.99,-0.46,19.48,-0.23,slippery_road
synthetic_data/images/slippery_road_2.png,50.53,-0.85,25.21,6.45,slippery_road
synthetic_data/images/slippery_road_3.png,30.7,1.17,21.81,1.7,slippery_road
synthetic_data/images/slippery_road_4.png,44.38,-3.47,28.85,4.77,slippery_road
synthetic_data/images/slippery_road_5.png,37.32,0.18,29.43,-4.74,slippery_road
synthetic_data/images/slippery_road_6.png,38.88,-3.19,17.63,3.29,slippery_road
synthetic_data/images/slippery_road_7.png,57.41,0.0,24.13,9.67,slippery_road
synthetic_data/images/slippery_road_8.png,40.81,-1.32,17.29,2.27,slippery_road
synthetic_data/images/slippery_road_9.png,44.52,0.4,26.45,3.51,slippery_road
synthetic_data/images/slippery_road_10.png,44.39,-3.79,15.07,-0.08,slippery_road
synthetic_data/images/slippery_road_11.png,35.76,-0.42,26.84,3.0,slippery_road
synthetic_data/images/slippery_road_12.png,55.14,-0.84,29.65,-1.75,slippery_road
synthetic_data/images/slippery_road_13.png,53.74,-5.88,25.46,6.14,slippery_road
synthetic_data/images/slippery_road_14.png,36.9,0.37,19.8,9.62,slippery_road
synthetic_data/images/slippery_road_15.png,43.29,2.63,18.41,0.91,slippery_road
synthetic_data/images/slippery_road_16.png,50.47,1.78,22.43,3.36,slippery_road
synthetic_data/images/slippery_road_17.png,50.4,0.82,21.4,-2.64,slippery_road
synthetic_data/images/slippery_road_18.png,40.05,-0.28,17.89,-1.59,slippery_road
synthetic_data/images/slippery_road_19.png,49.26,0.48,15.87,9.88,slippery_road
synthetic_data/images/slippery_road_20.png,47.03,-0.71,15.74,0.98,slippery_road
synthetic_data/images/slippery_road_21.png,53.11,0.29,18.13,1.31,slippery_road
synthetic_data/images/slippery_road_22.png,55.91,0.88,19.66,1.32,slippery_road
synthetic_data/images/slippery_road_23.png,45.73,-1.39,23.17,4.45,slippery_road
synthetic_data/images/slippery_road_24.png,33.43,-1.77,15.87,-3.88,slippery_road
synthetic_data/images/slippery_road_25.png,38.69,0.66,29.29,-0.86,slippery_road
synthetic_data/images/slippery_road_26.png,34.58,1.91,26.72,-2.91,slippery_road
synthetic_data/images/slippery_road_27.png,54.87,0.89,24.78,7.86,slippery_road
synthetic_data/images/slippery_road_28.png,45.31,1.4,24.35,7.64,slippery_road
synthetic_data/images/slippery_road_29.png,47.76,-0.08,19.41,-3.57,slippery_road
synthetic_data/images/slippery_road_30.png,37.02,2.19,18.92,-4.54,slippery_road
synthetic_data/images/slippery_road_31.png,52.84,-3.49,25.52,-3.86,slippery_road
synthetic_data/images/slippery_road_32.png,43.03,-0.4,23.54,0.21,slippery_road
synthetic_data/images/slippery_road_33.png,39.88,-1.09,29.78,6.75,slippery_road
synthetic_data/images/slippery_road_34.png,53.04,3.75,23.03,3.53,slippery_road
synthetic_data/images/slippery_road_35.png,40.45,2.48,28.49,4.46,slippery_road
synthetic_data/images/slippery_road_36.png,30.78,-2.23,22.3,4.0,slippery_road
synthetic_data/images/slippery_road_37.png,49.51,0.24,19.24,9.27,slippery_road
synthetic_data/images/slippery_road_38.png,58.67,0.4,25.9,5.08,slippery_road
synthetic_data/images/slippery_road_39.png,47.07,-1.15,25.44,1.09,slippery_road
synthetic_data/images/slippery_road_40.png,38.34,-0.16,24.94,2.36,slippery_road
synthetic_data/images/slippery_road_41.png,42.21,0.66,25.84,-2.67,slippery_road
synthetic_data/images/slippery_road_42.png,53.37,-3.13,15.44,2.17,slippery_road
synthetic_data/images/slippery_road_43.png,59.3,-0.88,22.85,-3.03,slippery_road
synthetic_data/images/slippery_road_44.png,44.71,3.53,22.03,9.33,slippery_road
synthetic_data/images/slippery_road_45.png,43.87,3.7,18.3,4.24,slippery_road
synthetic_data/images/slippery_road_46.png,40.3,-0.12,24.72,9.61,slippery_road
synthetic_data/images/slippery_road_47.png,41.55,-0.43,26.98,6.61,slippery_road
synthetic_data/images/slippery_road_48.png,42.72,0.6,17.78,-4.0,slippery_road
synthetic_data/images/slippery_road_49.png,52.43,1.55,24.85,-0.76,slippery_road
synthetic_data/images/slippery_road_50.png,46.39,0.14,15.98,5.23,slippery_road
synthetic_data/images/slippery_road_51.png,53.62,-0.54,21.66,6.32,slippery_road
synthetic_data/images/slippery_road_52.png,34.51,-0.65,19.0,0.44,slippery_road
synthetic_data/images/slippery_road_53.png,33.88,-0.1,16.69,3.07,slippery_road
synthetic_data/images/slippery_road_54.png,57.35,0.18,15.95,1.0,slippery_road
synthetic_data/images/slippery_road_55.png,47.19,3.55,23.44,0.94,slippery_road
synthetic_data/images/slippery_road_56.png,53.1,0.64,29.63,3.66,slippery_road
synthetic_data/images/slippery_road_57.png,38.06,-3.98,19.13,0.77,slippery_road
synthetic_data/images/slippery_road_58.png,46.24,0.57,26.64,4.03,slippery_road
synthetic_data/images/slippery_road_59.png,55.94,4.58,27.46,5.82,slippery_road
synthetic_data/images/slippery_road_60.png,58.61,-1.46,25.68,-4.38,slippery_road
synthetic_data/images/slippery_road_61.png,44.78,-0.69,17.84,8.66,slippery_road
synthetic_data/images/slippery_road_62.png,55.21,1.14,29.8,2.64,slippery_road
synthetic_data/images/slippery_road_63.png,51.48,1.48,17.66,8.41,slippery_road
synthetic_data/images/slippery_road_64.png,35.64,1.35,25.84,7.87,slippery_road
synthetic_data/images/slippery_road_65.png,48.35,0.0,27.24,2.87,slippery_road
synthetic_data/images/slippery_road_66.png,31.27,-1.4,19.29,1.08,slippery_road
synthetic_data/images/slippery_road_67.png,52.42,2.09,15.8,7.31,slippery_road
synthetic_data/images/slippery_road_68.png,30.11,-2.36,19.98,5.62,slippery_road
synthetic_data/images/slippery_road_69.png,46.45,1.92,29.7,5.32,slippery_road
synthetic_data/images/slippery_road_70.png,48.37,-0.5,25.88,5.75,slippery_road
synthetic_data/images/slippery_road_71.png,54.79,1.17,16.01,-4.32,slippery_road
synthetic_data/images/slippery_road_72.png,45.22,-5.59,26.54,-2.07,slippery_road
synthetic_data/images/slippery_road_73.png,39.28,0.9,15.8,-3.38,slippery_road
synthetic_data/images/slippery_road_74.png,35.76,-1.54,17.83,7.06,slippery_road
synthetic_data/images/slippery_road_75.png,39.87,-0.19,23.69,5.93,slippery_road
synthetic_data/images/slippery_road_76.png,39.78,0.79,15.73,1.29,slippery_road
synthetic_data/images/slippery_road_77.png,44.85,0.5,27.18,10.0,slippery_road
synthetic_data/images/slippery_road_78.png,35.04,-3.73,27.82,4.66,slippery_road
synthetic_data/images/slippery_road_79.png,55.69,1.3,28.3,-1.32,slippery_road
synthetic_data/images/slippery_road_80.png,53.64,0.94,16.56,7.73,slippery_road
synthetic_data/images/slippery_road_81.png,44.99,2.95,16.0,-3.62,slippery_road
synthetic_data/images/slippery_road_82.png,53.22,3.46,20.69,1.61,slippery_road
synthetic_data/images/slippery_road_83.png,30.28,1.21,17.99,-3.04,slippery_road
synthetic_data/images/slippery_road_84.png,31.39,-0.99,24.06,1.88,slippery_road
synthetic_data/images/slippery_road_85.png,49.37,0.87,17.85,-0.73,slippery_road
synthetic_data/images/slippery_road_86.png,58.2,-3.08,22.24,6.91,slippery_road
synthetic_data/images/slippery_road_87.png,30.11,0.07,27.31,-1.54,slippery_road
synthetic_data/images/slippery_road_88.png,54.55,-2.39,18.04,3.57,slippery_road
synthetic_data/images/slippery_road_89.png,55.28,1.35,28.23,3.28,slippery_road
synthetic_data/images/slippery_road_90.png,57.2,0.87,25.49,7.42,slippery_road
synthetic_data/images/slippery_road_91.png,34.59,0.51,18.96,8.82,slippery_road
synthetic_data/images/slippery_road_92.png,46.07,4.72,17.98,7.08,slippery_road
synthetic_data/images/slippery_road_93.png,54.41,-2.35,26.3,-2.22,slippery_road
synthetic_data/images/slippery_road_94.png,47.32,-0.41,19.44,-1.28,slippery_road
synthetic_data/images/slippery_road_95.png,55.06,-1.99,27.76,9.82,slippery_road
synthetic_data/images/slippery_road_96.png,37.29,0.42,16.95,5.57,slippery_road
synthetic_data/images/slippery_road_97.png,47.48,-1.53,29.33,0.99,slippery_road
synthetic_data/images/slippery_road_98.png,54.09,-0.92,28.22,-0.41,slippery_road
synthetic_data/images/slippery_road_99.png,58.79,-0.01,18.77,9.63,slippery_road
synthetic_data/images/slippery_road_100.png,33.55,-1.83,21.51,8.04,slippery_road
synthetic_data/images/landslide_1.png,7.75,-4.24,44.26,14.32,landslide
synthetic_data/images/landslide_2.png,0.84,-4.99,59.79,18.47,landslide
synthetic_data/images/landslide_3.png,4.29,-5.62,63.59,20.36,landslide
synthetic_data/images/landslide_4.png,0.85,-3.33,67.16,13.56,landslide
synthetic_data/images/landslide_5.png,8.59,-6.83,56.32,15.54,landslide
synthetic_data/images/landslide_6.png,12.58,-5.9,54.53,21.98,landslide
synthetic_data/images/landslide_7.png,8.34,-5.58,54.99,23.73,landslide
synthetic_data/images/landslide_8.png,18.58,-4.56,68.37,10.07,landslide
synthetic_data/images/landslide_9.png,4.55,-3.63,49.03,17.33,landslide
synthetic_data/images/landslide_10.png,9.39,-4.14,62.35,23.02,landslide
synthetic_data/images/landslide_11.png,0.43,-6.04,60.84,23.59,landslide
synthetic_data/images/landslide_12.png,17.2,-5.28,51.91,17.95,landslide
synthetic_data/images/landslide_13.png,8.65,-4.75,60.74,16.44,landslide
synthetic_data/images/landslide_14.png,6.8,-5.31,40.15,14.19,landslide
synthetic_data/images/landslide_15.png,5.92,-5.13,41.68,19.8,landslide
synthetic_data/images/landslide_16.png,14.88,-3.06,50.12,11.99,landslide
synthetic_data/images/landslide_17.png,13.04,-6.85,49.38,23.35,landslide
synthetic_data/images/landslide_18.png,2.45,-5.39,65.8,14.91,landslide
synthetic_data/images/landslide_19.png,15.44,-4.76,52.51,19.66,landslide
synthetic_data/images/landslide_20.png,12.13,-4.28,72.93,20.85,landslide
synthetic_data/images/landslide_21.png,0.14,-4.34,44.06,11.64,landslide
synthetic_data/images/landslide_22.png,18.52,-6.22,59.34,19.11,landslide
synthetic_data/images/landslide_23.png,7.07,-4.65,73.99,11.22,landslide
synthetic_data/images/landslide_24.png,3.62,-5.54,50.9,15.33,landslide
synthetic_data/images/landslide_25.png,17.33,-6.27,57.99,13.58,landslide
synthetic_data/images/landslide_26.png,11.2,-4.66,74.02,19.18,landslide
synthetic_data/images/landslide_27.png,1.57,-5.4,73.33,13.16,landslide
synthetic_data/images/landslide_28.png,6.15,-3.14,44.28,16.79,landslide
synthetic_data/images/landslide_29.png,13.63,-5.21,58.55,11.06,landslide
synthetic_data/images/landslide_30.png,4.85,-3.52,51.13,10.42,landslide
synthetic_data/images/landslide_31.png,14.37,-5.41,79.43,17.16,landslide
synthetic_data/images/landslide_32.png,6.63,-2.09,56.36,20.83,landslide
synthetic_data/images/landslide_33.png,0.11,-5.53,59.63,10.97,landslide
synthetic_data/images/landslide_34.png,1.16,-3.97,71.36,15.13,landslide
synthetic_data/images/landslide_35.png,8.54,-5.06,74.82,20.39,landslide
synthetic_data/images/landslide_36.png,0.91,-5.35,59.16,18.54,landslide
synthetic_data/images/landslide_37.png,7.64,-5.18,49.3,17.86,landslide
synthetic_data/images/landslide_38.png,2.54,-5.27,40.6,22.04,landslide
synthetic_data/images/landslide_39.png,4.31,-2.72,44.23,11.86,landslide
synthetic_data/images/landslide_40.png,10.97,-5.26,63.78,16.28,landslide
synthetic_data/images/landslide_41.png,17.8,-5.08,61.52,24.44,landslide
synthetic_data/images/landslide_42.png,5.16,-4.08,41.31,18.99,landslide
synthetic_data/images/landslide_43.png,9.5,-5.89,73.06,18.91,landslide
synthetic_data/images/landslide_44.png,6.79,-3.51,67.85,23.38,landslide
synthetic_data/images/landslide_45.png,7.85,-6.12,45.1,10.79,landslide
synthetic_data/images/landslide_46.png,10.13,-2.55,46.32,23.63,landslide
synthetic_data/images/landslide_47.png,1.74,-5.12,72.64,14.89,landslide
synthetic_data/images/landslide_48.png,4.64,-4.26,76.55,22.32,landslide
synthetic_data/images/landslide_49.png,12.12,-4.93,77.8,21.17,landslide
synthetic_data/images/landslide_50.png,5.92,-5.97,49.82,18.48,landslide
synthetic_data/images/landslide_51.png,16.45,-6.52,60.18,21.86,landslide
synthetic_data/images/landslide_52.png,12.83,-5.22,58.72,13.68,landslide
synthetic_data/images/landslide_53.png,11.82,-4.12,57.75,22.04,landslide
synthetic_data/images/landslide_54.png,5.19,-6.33,76.53,14.84,landslide
synthetic_data/images/landslide_55.png,8.51,-5.0,62.37,20.28,landslide
synthetic_data/images/landslide_56.png,3.67,-5.88,55.95,17.88,landslide
synthetic_data/images/landslide_57.png,5.5,-4.72,64.66,17.61,landslide
synthetic_data/images/landslide_58.png,12.26,-5.58,77.28,20.3,landslide
synthetic_data/images/landslide_59.png,15.42,-3.74,66.94,24.46,landslide
synthetic_data/images/landslide_60.png,3.96,-5.86,61.83,11.23,landslide
synthetic_data/images/landslide_61.png,19.15,-3.55,71.73,10.98,landslide
synthetic_data/images/landslide_62.png,19.72,-3.82,55.27,13.91,landslide
synthetic_data/images/landslide_63.png,18.48,-5.42,40.33,22.02,landslide
synthetic_data/images/landslide_64.png,18.27,-5.17,42.23,19.46,landslide
synthetic_data/images/landslide_65.png,17.2,-4.18,63.71,13.98,landslide
synthetic_data/images/landslide_66.png,14.03,-5.52,57.31,16.36,landslide
synthetic_data/images/landslide_67.png,4.27,-4.99,75.88,12.16,landslide
synthetic_data/images/landslide_68.png,18.22,-6.1,43.33,17.69,landslide
synthetic_data/images/landslide_69.png,6.38,-6.94,77.94,21.3,landslide
synthetic_data/images/landslide_70.png,12.31,-3.2,43.09,23.59,landslide
synthetic_data/images/landslide_71.png,6.63,-4.9,78.73,21.0,landslide
synthetic_data/images/landslide_72.png,15.39,-5.48,62.86,21.2,landslide
synthetic_data/images/landslide_73.png,8.6,-5.18,40.5,17.45,landslide
synthetic_data/images/landslide_74.png,16.84,-5.13,73.36,11.96,landslide
synthetic_data/images/landslide_75.png,12.09,-6.44,69.89,22.01,landslide
synthetic_data/images/landslide_76.png,4.87,-4.54,71.67,23.93,landslide
synthetic_data/images/landslide_77.png,5.96,-4.71,62.27,21.38,landslide
synthetic_data/images/landslide_78.png,9.62,-4.84,67.97,22.04,landslide
synthetic_data/images/landslide_79.png,17.18,-5.5,57.77,15.78,landslide
synthetic_data/images/landslide_80.png,11.81,-3.56,57.98,18.71,landslide
synthetic_data/images/landslide_81.png,2.72,-4.81,79.52,23.79,landslide
synthetic_data/images/landslide_82.png,14.7,-3.76,79.93,12.42,landslide
synthetic_data/images/landslide_83.png,11.46,-5.07,72.8,24.77,landslide
synthetic_data/images/landslide_84.png,5.73,-6.62,56.42,19.56,landslide
synthetic_data/images/landslide_85.png,4.46,-2.99,62.64,19.27,landslide
synthetic_data/images/landslide_86.png,13.34,-6.8,43.29,21.54,landslide
synthetic_data/images/landslide_87.png,19.94,-4.85,41.08,12.39,landslide
synthetic_data/images/landslide_88.png,0.45,-5.49,75.92,23.0,landslide
synthetic_data/images/landslide_89.png,10.1,-6.13,71.8,24.01,landslide
synthetic_data/images/landslide_90.png,7.21,-5.8,41.7,19.78,landslide
synthetic_data/images/landslide_91.png,4.86,-5.05,46.75,10.68,landslide
synthetic_data/images/landslide_92.png,17.92,-5.93,75.55,12.09,landslide
synthetic_data/images/landslide_93.png,5.49,-5.9,68.61,10.8,landslide
synthetic_data/images/landslide_94.png,16.51,-6.41,40.91,13.86,landslide
synthetic_data/images/landslide_95.png,8.83,-4.82,55.96,19.56,landslide
synthetic_data/images/landslide_96.png,12.92,-3.95,43.61,23.91,landslide
synthetic_data/images/landslide_97.png,10.75,-5.72,70.33,14.21,landslide
synthetic_data/images/landslide_98.png,18.66,-4.84,55.06,18.04,landslide
synthetic_data/images/landslide_99.png,6.77,-2.08,60.09,16.58,landslide
synthetic_data/images/landslide_100.png,18.5,-6.63,77.66,19.27,landslide
synthetic_data/images/animal_crossing_1.png,24.12,-2.97,24.47,32.77,animal_crossing
synthetic_data/images/animal_crossing_2.png,15.56,-0.96,18.77,28.8,animal_crossing
synthetic_data/images/animal_crossing_3.png,34.91,-3.84,11.61,19.74,animal_crossing
synthetic_data/images/animal_crossing_4.png,39.98,-1.65,23.99,31.05,animal_crossing
synthetic_data/images/animal_crossing_5.png,32.1,-1.3,19.47,30.58,animal_crossing
synthetic_data/images/animal_crossing_6.png,34.89,-2.24,23.76,16.79,animal_crossing
synthetic_data/images/animal_crossing_7.png,20.97,-5.79,19.98,22.85,animal_crossing
synthetic_data/images/animal_crossing_8.png,11.13,-2.71,15.62,31.51,animal_crossing
synthetic_data/images/animal_crossing_9.png,36.35,-1.44,23.98,28.22,animal_crossing
synthetic_data/images/animal_crossing_10.png,24.84,-1.46,22.83,20.23,animal_crossing
synthetic_data/images/animal_crossing_11.png,19.92,-2.27,22.5,23.93,animal_crossing
synthetic_data/images/animal_crossing_12.png,16.58,-3.73,22.41,19.72,animal_crossing
synthetic_data/images/animal_crossing_13.png,37.43,-1.32,16.23,34.57,animal_crossing
synthetic_data/images/animal_crossing_14.png,28.69,-3.61,19.15,15.98,animal_crossing
synthetic_data/images/animal_crossing_15.png,11.0,-1.66,23.46,27.91,animal_crossing
synthetic_data/images/animal_crossing_16.png,13.04,-5.55,11.01,34.69,animal_crossing
synthetic_data/images/animal_crossing_17.png,28.15,-4.6,18.95,27.86,animal_crossing
synthetic_data/images/animal_crossing_18.png,14.62,-3.13,17.3,19.51,animal_crossing
synthetic_data/images/animal_crossing_19.png,35.99,-3.12,11.09,22.39,animal_crossing
synthetic_data/images/animal_crossing_20.png,14.2,-2.33,11.55,20.6,animal_crossing
synthetic_data/images/animal_crossing_21.png,16.53,-2.99,24.05,17.74,animal_crossing
synthetic_data/images/animal_crossing_22.png,20.18,-2.16,15.3,25.05,animal_crossing
synthetic_data/images/animal_crossing_23.png,15.31,-4.92,16.4,20.77,animal_crossing
synthetic_data/images/animal_crossing_24.png,35.33,-5.85,14.16,26.23,animal_crossing
synthetic_data/images/animal_crossing_25.png,22.89,-1.77,23.33,15.53,animal_crossing
synthetic_data/images/animal_crossing_26.png,17.26,-2.32,15.03,24.7,animal_crossing
synthetic_data/images/animal_crossing_27.png,28.89,-2.39,19.87,23.65,animal_crossing
synthetic_data/images/animal_crossing_28.png,36.33,-3.2,23.39,15.49,animal_crossing
synthetic_data/images/animal_crossing_29.png,38.81,-2.3,20.58,23.78,animal_crossing
synthetic_data/images/animal_crossing_30.png,25.98,-4.33,19.0,21.65,animal_crossing
synthetic_data/images/animal_crossing_31.png,12.48,-2.61,12.15,25.21,animal_crossing
synthetic_data/images/animal_crossing_32.png,19.72,-2.17,14.48,26.04,animal_crossing
synthetic_data/images/animal_crossing_33.png,23.04,-5.23,13.37,17.61,animal_crossing
synthetic_data/images/animal_crossing_34.png,14.31,-3.43,19.34,34.9,animal_crossing
synthetic_data/images/animal_crossing_35.png,32.87,-0.97,22.37,19.83,animal_crossing
synthetic_data/images/animal_crossing_36.png,11.34,-3.05,11.63,25.56,animal_crossing
synthetic_data/images/animal_crossing_37.png,11.75,-3.61,17.57,27.37,animal_crossing
synthetic_data/images/animal_crossing_38.png,12.3,-2.67,17.04,33.88,animal_crossing
synthetic_data/images/animal_crossing_39.png,13.19,-3.59,17.27,32.72,animal_crossing
synthetic_data/images/animal_crossing_40.png,18.18,-0.64,17.65,21.42,animal_crossing
synthetic_data/images/animal_crossing_41.png,15.77,-2.12,20.12,26.13,animal_crossing
synthetic_data/images/animal_crossing_42.png,39.06,-2.69,13.66,19.97,animal_crossing
synthetic_data/images/animal_crossing_43.png,18.36,-0.86,17.48,27.48,animal_crossing
synthetic_data/images/animal_crossing_44.png,15.51,-3.11,20.59,16.03,animal_crossing
synthetic_data/images/animal_crossing_45.png,17.31,-1.7,16.61,31.62,animal_crossing
synthetic_data/images/animal_crossing_46.png,34.88,-4.62,11.5,30.06,animal_crossing
synthetic_data/images/animal_crossing_47.png,19.29,-4.17,24.54,20.12,animal_crossing
synthetic_data/images/animal_crossing_48.png,33.58,-3.22,16.02,15.71,animal_crossing
synthetic_data/images/animal_crossing_49.png,18.82,-3.66,15.06,26.23,animal_crossing
synthetic_data/images/animal_crossing_50.png,26.83,-3.54,17.63,15.06,animal_crossing
synthetic_data/images/animal_crossing_51.png,14.24,-2.6,15.09,29.1,animal_crossing
synthetic_data/images/animal_crossing_52.png,28.25,-5.19,11.82,23.3,animal_crossing
synthetic_data/images/animal_crossing_53.png,29.95,-2.4,12.65,21.4,animal_crossing
synthetic_data/images/animal_crossing_54.png,12.39,-3.69,19.72,29.39,animal_crossing
synthetic_data/images/animal_crossing_55.png,39.14,-6.05,20.28,24.93,animal_crossing
synthetic_data/images/animal_crossing_56.png,29.11,-3.88,16.27,15.18,animal_crossing
synthetic_data/images/animal_crossing_57.png,20.83,-1.26,14.06,32.51,animal_crossing
synthetic_data/images/animal_crossing_58.png,21.09,-1.94,14.02,27.52,animal_crossing
synthetic_data/images/animal_crossing_59.png,38.24,-2.01,20.63,24.43,animal_crossing
synthetic_data/images/animal_crossing_60.png,38.01,-1.68,19.35,29.45,animal_crossing
synthetic_data/images/animal_crossing_61.png,37.37,-3.65,19.57,29.66,animal_crossing
synthetic_data/images/animal_crossing_62.png,22.26,-4.37,15.74,20.96,animal_crossing
synthetic_data/images/animal_crossing_63.png,15.77,-4.46,24.54,24.3,animal_crossing
synthetic_data/images/animal_crossing_64.png,33.23,-1.64,21.87,16.07,animal_crossing
synthetic_data/images/animal_crossing_65.png,12.5,-3.73,12.11,20.72,animal_crossing
synthetic_data/images/animal_crossing_66.png,16.25,-3.83,23.63,20.95,animal_crossing
synthetic_data/images/animal_crossing_67.png,30.19,-3.68,16.98,24.65,animal_crossing
synthetic_data/images/animal_crossing_68.png,39.23,-1.83,14.65,23.09,animal_crossing
synthetic_data/images/animal_crossing_69.png,32.35,-3.01,12.88,24.16,animal_crossing
synthetic_data/images/animal_crossing_70.png,14.14,-1.48,13.93,33.38,animal_crossing
synthetic_data/images/animal_crossing_71.png,14.83,-4.32,14.36,18.33,animal_crossing
synthetic_data/images/animal_crossing_72.png,11.25,-4.19,23.94,16.2,animal_crossing
synthetic_data/images/animal_crossing_73.png,27.8,-3.87,16.31,21.59,animal_crossing
synthetic_data/images/animal_crossing_74.png,33.77,-1.13,11.99,33.19,animal_crossing
synthetic_data/images/animal_crossing_75.png,17.62,-4.47,17.06,27.18,animal_crossing
synthetic_data/images/animal_crossing_76.png,21.73,-3.18,11.39,19.34,animal_crossing
synthetic_data/images/animal_crossing_77.png,33.27,-3.18,19.76,29.47,animal_crossing
synthetic_data/images/animal_crossing_78.png,31.87,-4.87,12.47,34.66,animal_crossing
synthetic_data/images/animal_crossing_79.png,38.23,-1.7,21.88,24.95,animal_crossing
synthetic_data/images/animal_crossing_80.png,20.85,-4.9,18.2,18.21,animal_crossing
synthetic_data/images/animal_crossing_81.png,11.45,-0.11,18.15,21.04,animal_crossing
synthetic_data/images/animal_crossing_82.png,25.64,-3.19,10.95,18.18,animal_crossing
synthetic_data/images/animal_crossing_83.png,22.48,-0.91,21.71,20.51,animal_crossing
synthetic_data/images/animal_crossing_84.png,19.97,-3.6,20.16,20.21,animal_crossing
synthetic_data/images/animal_crossing_85.png,30.68,-2.75,10.46,22.19,animal_crossing
synthetic_data/images/animal_crossing_86.png,15.47,-1.8,13.63,15.84,animal_crossing
synthetic_data/images/animal_crossing_87.png,22.54,-3.44,23.59,28.07,animal_crossing
synthetic_data/images/animal_crossing_88.png,33.49,-2.91,23.49,21.73,animal_crossing
synthetic_data/images/animal_crossing_89.png,10.18,-4.3,20.71,23.61,animal_crossing
synthetic_data/images/animal_crossing_90.png,23.5,-3.17,12.02,17.78,animal_crossing
